Country    Type    Name    Latitude    Longitude    Elevation    Error
India	Mountain	Kakkir Malai Mountain	??????	??????	1015 m	java.lang.NumberFormatException: For input string: "??????"
Australia	Mountain	Yardiacco Hill	-28.754191	118.313913 459 m	java.lang.NumberFormatException: For input string: "118.313913 459 m"
Austria    Mountain	Kapall	47.148606	10.248999	2315 m	java.lang.NumberFormatException: For input string: "2315 m"
Austria	Mountain    Keeskogel	47.136328	12.311784	3291 m	java.lang.NumberFormatException: For input string: "3291 m"
Austria	Mountain	Rinnkogel	47.666742	13.485926 1823 m	java.lang.NumberFormatException: For input string: "13.485926 1823 m"
Malawi    Mountain	Kabondwe	-11.632274	33.541038	1370 m	java.lang.NumberFormatException: For input string: "1370 m"
Malawi	Mountain	Chimphako	??????	??????	1220 m	java.lang.NumberFormatException: For input string: "??????"
Malawi	Mountain	Mateska	-16.936602	35.172428 953 m	java.lang.NumberFormatException: For input string: "35.172428 953 m"
Lesotho	Mountain	Thaba Putsua	-30349	28.033985	2908 m	java.lang.IllegalArgumentException: Latitude is Bad
Malawi    Mountain	Nakasindagombwe	-9.662151	33.316947	1348 m	java.lang.NumberFormatException: For input string: "1348 m"
Mozambique	Mountain	Camuala	-14.807983	32.183669	1104 ??	java.lang.NumberFormatException: For input string: "1104?"
Mozambique	Mountain	Muijeleveti	-12.707444	35.878231	???? m	java.lang.NumberFormatException: For input string: "????"
Mozambique	Mountain	Namocolue	-13.628042	37.767223 556 m	java.lang.NumberFormatException: For input string: "37.767223 556 m"
Mozambique	Mountain    Niuapa	-13.156035	38.390286	623 m	java.lang.NumberFormatException: For input string: "623 m"
Mozambique	Mountain	Tava	-12.723603	39.259216	???? m	java.lang.NumberFormatException: For input string: "????"
Mozambique	Mountain	Tecapuaro	-13.985292 39.268144	456 m	java.lang.NumberFormatException: For input string: "-13.985292 39.268144"
Mozambique	Mountain	Lipembe	-16.288878	35.708239	???? m	java.lang.NumberFormatException: For input string: "????"
Mozambique    Mountain	Comane	-16.194331	36.599735	939 m	java.lang.NumberFormatException: For input string: "939 m"
Mozambique	Mountain	Tipui	-13866	39.402200	458 m	java.lang.IllegalArgumentException: Latitude is Bad
Mozambique	Mountain	Ecopo	??????	??????	431 m	java.lang.NumberFormatException: For input string: "??????"
Mozambique	Mountain	Nahomo	-13.969414	39.954040 376 m	java.lang.NumberFormatException: For input string: "39.954040 376 m"
Mozambique	Mountain	Silivala	-13709	40.377086	264 m	java.lang.IllegalArgumentException: Latitude is Bad
Mozambique	Mountain	Nacoma	??????	??????	211 m	java.lang.NumberFormatException: For input string: "??????"
Mozambique	Mountain	Nango	-17.416771 34.200170	378 m	java.lang.NumberFormatException: For input string: "-17.416771 34.200170"
Norway    Mountain	Jiehkkevárri	69.469243	19.877617	1834 m	java.lang.NumberFormatException: For input string: "1834 m"
Peru	Mountain	Nevado Jonorane	-14.081996 -70.770504	5553 m	java.lang.NumberFormatException: For input string: "-14.081996 -70.770504"
Peru	Mountain	Machupicchu Mountain	-13.1747287	-72.5418769	3061.28	java.lang.NumberFormatException: For input string: "3061.2"
New Zealand	Mountain	Mount Gifford Third Peak    -44.728700	168.061924	2081 m	java.lang.NumberFormatException: For input string: "2081 m"
New Zealand	Mountain	Ngarangipukahu	-35.512645	173.566958 718 m	java.lang.NumberFormatException: For input string: "173.566958 718 m"
New Zealand	Mountain	Rotopaunga	??????	??????	1856 m	java.lang.NumberFormatException: For input string: "??????"
New Zealand	Mountain	Te Koikoi    -38.515959	176.810436	864 m	java.lang.NumberFormatException: For input string: "864 m"
New Zealand	Mountain	Taharewaewae    -38.786516	176.968982	1013 m	java.lang.NumberFormatException: For input string: "1013 m"
New Zealand    Mountain	Mount Gorgeous	-41.449086	172.250825	1261 m	java.lang.NumberFormatException: For input string: "1261 m"
New Zealand	Mountain	Mount Argelin	-41.809368	173.572157	???? m	java.lang.NumberFormatException: For input string: "????"
New Zealand	Mountain	Meteor Peak	-43.515784	170.234158 2624 m	java.lang.NumberFormatException: For input string: "170.234158 2624 m"
New Zealand	Mountain	Aiguilles Rouges	-43.577512	170.291729	2950 ??	java.lang.NumberFormatException: For input string: "2950?"
New Zealand	Mountain	Ferintosh Peak	??????	??????	2497 m	java.lang.NumberFormatException: For input string: "??????"
New Zealand	Mountain	Chest Peak	-43.103225	172.020258 1936 m	java.lang.NumberFormatException: For input string: "172.020258 1936 m"
New Zealand    Mountain	Mount Barton	-41.556870	175.317244	889 m	java.lang.NumberFormatException: For input string: "889 m"
New Zealand	Mountain    Fleetwood Peak	-45.069400	167.262901	1286 m	java.lang.NumberFormatException: For input string: "1286 m"
New Zealand	Mountain    Christmas Hill	-45.074114	167.309107	1165 m	java.lang.NumberFormatException: For input string: "1165 m"
New Zealand	Mountain	Mount Owen	-45301	167.571273	1763 m	java.lang.IllegalArgumentException: Latitude is Bad
New Zealand	Mountain	Lorn Peak    -45.343978	168.791876	1638 m	java.lang.NumberFormatException: For input string: "1638 m"
Peru	Mountain	Nevado Yanaulo	-11.912652	-74.820124 5142 m	java.lang.NumberFormatException: For input string: "-74.820124 5142 m"
Peru	Mountain	Punta Blanca Hill	-12.188345	-76.8366343	639.5	java.lang.NumberFormatException: For input string: "639."
Pakistan	Mountain	Chhatri Mountain	33.305527	74.105762	???? m	java.lang.NumberFormatException: For input string: "????"
Philippines	Mountain    Mount Tungtayan	16.833333	120.650000	1600 m	java.lang.NumberFormatException: For input string: "1600 m"
Philippines	Mountain	Mount Llorente	10966	122.316728	1344 m	java.lang.IllegalArgumentException: Latitude is Bad
Russia	Mountain	Mount Dyultydag    41.956700	46.926300	4127 m	java.lang.NumberFormatException: For input string: "4127 m"
Philippines	Mountain	Mount Orcog	16.483190	121.000028	???? m	java.lang.NumberFormatException: For input string: "????"
South Africa    Mountain	Kanonkop	-29.248007	17.736402	948 m	java.lang.NumberFormatException: For input string: "948 m"
South Africa    Mountain	Rietberg	-29.485528	17.883860	1313 m	java.lang.NumberFormatException: For input string: "1313 m"
South Africa	Mountain	Koeberg	-33.716387	18.555995 351 m	java.lang.NumberFormatException: For input string: "18.555995 351 m"
South Africa	Mountain	Bordje	??????	??????	245 m	java.lang.NumberFormatException: For input string: "??????"
South Africa	Mountain	Groot Phesantekraal	-33.798438	18.676031 95 m	java.lang.NumberFormatException: For input string: "18.676031 95 m"
South Africa	Mountain	Wemmershoekpiek    -33.854240	19.189038	1687 m	java.lang.NumberFormatException: For input string: "1687 m"
South Africa	Mountain	Spitskop	??????	??????	1204 m	java.lang.NumberFormatException: For input string: "??????"
South Africa	Mountain	Vaalkop	-25.567645	26265	1402 m	java.lang.IllegalArgumentException: Longitude is bad
South Africa	Mountain	Ribbokkop	-23.954091	28.532957	1461 ??	java.lang.NumberFormatException: For input string: "1461?"
South Africa	Mountain    Tama Kgoshi	-24.724481	30.048128	1883 m	java.lang.NumberFormatException: For input string: "1883 m"
South Africa    Mountain	Nyunyani	-22.823021	31.125341	454 m	java.lang.NumberFormatException: For input string: "454 m"
South Africa	Mountain	Bokweni    -27.369997	31.986502	675 m	java.lang.NumberFormatException: For input string: "675 m"
South Africa	Mountain	Mpampamana	-27.606478	31.901326	462 ??	java.lang.NumberFormatException: For input string: "462?"
South Africa	Mountain	Kamrant	-30.882623 23.054610	1263 m	java.lang.NumberFormatException: For input string: "-30.882623 23.054610"
South Africa	Mountain	Bloukop	-29.050638	26.583792	???? m	java.lang.NumberFormatException: For input string: "????"
South Africa	Mountain	Intabamnyama	-30.605451	27.669758	2432 ??	java.lang.NumberFormatException: For input string: "2432?"
South Africa	Mountain	Grootberg	-32.222850	23.867171	???? m	java.lang.NumberFormatException: For input string: "????"
South Africa	Mountain	Beyersfontein    -32.344544	23.357161	1123 m	java.lang.NumberFormatException: For input string: "1123 m"
South Africa	Mountain	Spitskop	-32767	24.146866	958 m	java.lang.IllegalArgumentException: Latitude is Bad
South Africa	Mountain	Nsaly	-28.906220 30.617121	1338 m	java.lang.NumberFormatException: For input string: "-28.906220 30.617121"
South Africa	Mountain	Nkengeni	-30.048407	30.187172 898 m	java.lang.NumberFormatException: For input string: "30.187172 898 m"
Taiwan	Mountain    Hong Mountain	24.444876	118.239261	80 m	java.lang.NumberFormatException: For input string: "80 m"
Taiwan	Mountain	Hutou Mountain	??????	??????	61 m	java.lang.NumberFormatException: For input string: "??????"
Taiwan	Mountain	Dashe Mountain	24.258065	120.688706	182 ??	java.lang.NumberFormatException: For input string: "182?"
Taiwan	Mountain	Dapingshan	22.981928	120.355842 68 m	java.lang.NumberFormatException: For input string: "120.355842 68 m"
Taiwan    Mountain	Beinan Main Mountain	23.051081	120.874347	3293 m	java.lang.NumberFormatException: For input string: "3293 m"
Taiwan	Mountain    Neipo Mountain	24.946188	121.455944	368 m	java.lang.NumberFormatException: For input string: "368 m"
Taiwan	Mountain	Poluo Mountain	24.639374	121.477071	???? m	java.lang.NumberFormatException: For input string: "????"
Taiwan	Mountain	Pingfong Mountain	24.149645	121342	3248 m	java.lang.IllegalArgumentException: Longitude is bad
Taiwan	Mountain    Qilai Mountain	24.086174	121.323328	3559 m	java.lang.NumberFormatException: For input string: "3559 m"
Tanzania	Mountain	Chenene	-5.585119	35.808563	1794 ??	java.lang.NumberFormatException: For input string: "1794?"
Tanzania	Mountain	Parmusani    -8.834315	34.804419	1658 m	java.lang.NumberFormatException: For input string: "1658 m"
United States	Mountain	Mount Angeles	47.9953210419245	-123.467273712158	6454 ft	java.lang.NumberFormatException: For input string: "6454f"
United States	Mountain	El Capitan	41.8691134189186	-123.611812591553	6814 ft	java.lang.NumberFormatException: For input string: "6814f"
United States	Mountain	Square Peak	48.866409	-114.104519 2675 m	java.lang.NumberFormatException: For input string: "-114.104519 2675 m"
United States	Mountain	Mount Diablo	59.539528	-150.706909	3501 ft	java.lang.NumberFormatException: For input string: "3501f"
United States	Mountain	The Brothers	47.6537675663531	-123.14094543457	6866 ft	java.lang.NumberFormatException: For input string: "6866f"
United States	Mountain	Kaala	21.5079386882082	-158.142528533936	4025 ft	java.lang.NumberFormatException: For input string: "4025f"
United States	Volcano	Haleakala	20.7100375889508	-156.25373840332	10,023 ft	java.lang.NumberFormatException: For input string: "10,023f"
United States	Volcano	Diamond Peak	43.5207341404668	-122.149515151978	8750 ft	java.lang.NumberFormatException: For input string: "8750f"
United States	Volcano	Mount Scott	42.932762	-122.015266	8929 ft	java.lang.NumberFormatException: For input string: "8929f"
United States	Mountain	Mount Bross	39.3352932229744	-106.107501983643	14,172 ft	java.lang.NumberFormatException: For input string: "14,172f"
United States	Mountain	Columbia Point	38.2963896	-105.2033248	13,980 ft	java.lang.NumberFormatException: For input string: "13,980f"
United States	Mountain	Mount Rushmore	43.880077621969	-103.459367752075	5725 ft	java.lang.NumberFormatException: For input string: "5725f"
United States	Mountain	Mount Zirkel	40.8312811391357	-106.663255691528	12,180 ft	java.lang.NumberFormatException: For input string: "12,180f"
United States	Mountain	Challenger Point	37.9797245503786	-105.602645874023	14,080 ft	java.lang.NumberFormatException: For input string: "14,080f"
United States	Mountain	Strawberry Mountain	44.3119345949703	-118.716287612915	9038 ft	java.lang.NumberFormatException: For input string: "9038f"
United States    Mountain	Fresno Dome	37.452666	-119.546666	2298 m	java.lang.NumberFormatException: For input string: "2298 m"
United States	Mountain	Shiprock	36.6876931656454	-108.836488723755	7178 ft	java.lang.NumberFormatException: For input string: "7178f"
United States	Mountain	Sloan Peak	48.0414798460743	-121.340217590332	7835 ft	java.lang.NumberFormatException: For input string: "7835f"
United States	Mountain	Wyoming Peak	42.6153280787144	-110.627431869507	11,378 ft	java.lang.NumberFormatException: For input string: "11,378f"
United States	Mountain	North Maroon Peak	39.0760430125401	-106.98709487915	14,014 ft	java.lang.NumberFormatException: For input string: "14,014f"
United States	Mountain	High Point	41.2894805486521	-73.9603042602539	1803 ft	java.lang.NumberFormatException: For input string: "1803f"
United States	Mountain	Mount Frissell-South Slope	42.051395865422	-73.482141494751	2380 ft	java.lang.NumberFormatException: For input string: "2380f"
United States	Mountain	Lone Mountain	45.2782083170843	-111.450634002686	11,166 ft	java.lang.NumberFormatException: For input string: "11,166f"
United States	Mountain	Mount Douglas	45.297882	-110.184761	11,300 ft	java.lang.NumberFormatException: For input string: "11,300f"
United States	Mountain	Hyndman Peak	43.7493351828317	-114.131212234497	12,078 ft	java.lang.NumberFormatException: For input string: "12,078f"
United States	Mountain	Washakie Needles	43.7475371069627	-109.2018699646	12,518 ft	java.lang.NumberFormatException: For input string: "12,518f"
United States	Mountain	Backbone Mountain	39.2375716178457	-79.4853973388672	3360 ft	java.lang.NumberFormatException: For input string: "3360f"
United States	Mountain	Mount Doonerak	67.909737	-150.616608	7457 ft	java.lang.NumberFormatException: For input string: "7457f"
United States	Mountain	North Gardner Mountain	48.5153535343566	-120.501651763916	8956 ft	java.lang.NumberFormatException: For input string: "8956f"
United States	Mountain	Mount Curtis Gilbert	46.4883471028902	-121.407852172852	8184 ft	java.lang.NumberFormatException: For input string: "8184f"
United States	Volcano	Mount Hood	45.3734935430662	-121.69581413269	11,239 ft	java.lang.NumberFormatException: For input string: "11,239f"
United States	Mountain	Clements Mountain	48.692433	-113.741026	???? m	java.lang.NumberFormatException: For input string: "????"
United States	Mountain	Tweedy Mountain	45.4804752790816	-112.96537399292	11,154 ft	java.lang.NumberFormatException: For input string: "11,154f"
United States	Mountain	Hollowtop Mountain	45.6116358575251	-112.008275985718	10,513 ft	java.lang.NumberFormatException: For input string: "10,513f"
United States	Volcano	South Sister	44.1035502789205	-121.769371032715	10,358 ft	java.lang.NumberFormatException: For input string: "10,358f"
United States	Mountain	Devils Tower	44.5905283049887	-104.715156555176	5110 ft	java.lang.NumberFormatException: For input string: "5110f"
United States	Mountain	Mount Powell	39.7603213077231	-106.340618133545	13,534 ft	java.lang.NumberFormatException: For input string: "13,534f"
United States	Mountain	Mount Greylock	42.6373684741228	-73.1660270690918	3495 ft	java.lang.NumberFormatException: For input string: "3495f"
United States	Mountain	Saddleback Mountain	44.9364913577779	-70.5047607421875	4116 ft	java.lang.NumberFormatException: For input string: "4116f"
United States	Mountain	Stony Man Mountain	38.5978892175911	-78.3719158172608	4010 ft	java.lang.NumberFormatException: For input string: "4010f"
United States	Mountain	Denali	63.0695	-151.0074	20,320 ft	java.lang.NumberFormatException: For input string: "20,320f"
United States	Volcano	Kawaikini	22.0585166537647	-159.497537612915	5243 ft	java.lang.NumberFormatException: For input string: "5243f"
Venezuela	Mountain	Pico Piedras Blancas	8.8587401	-70.9516597	4737.3	java.lang.NumberFormatException: For input string: "4737."
Venezuela	Mountain	Pico Bolívar	8.5411373	-71.0482708	4978.4	java.lang.NumberFormatException: For input string: "4978."
Venezuela	Mountain	Cerro La Virgen	6.06925	-61.4008713	508.09	java.lang.NumberFormatException: For input string: "508.0"
Venezuela	Mountain	Cerro Lema	6.1642997	-61.3524843	715.07	java.lang.NumberFormatException: For input string: "715.0"
Venezuela	Mountain	Cerro Desayuno	6.441563	-61.3771392	751.49	java.lang.NumberFormatException: For input string: "751.4"
Venezuela	Mountain	Cerro de La Fundación	6.9085337	-61.5310336	364.19	java.lang.NumberFormatException: For input string: "364.1"
Venezuela	Mountain	Piedra del Supamo	6.78616	-61.9803573	586.63	java.lang.NumberFormatException: For input string: "586.6"
Venezuela	Mountain	Cerro Chiguao	6.1366719	-63.0916715	755.29	java.lang.NumberFormatException: For input string: "755.2"
Venezuela	Mountain	Cerro El Gallo	6.0153063	-63.2252777	811.53	java.lang.NumberFormatException: For input string: "811.5"
Venezuela	Mountain	Cerro La Bonita	6.3657783	-63.0309463	610.70	java.lang.NumberFormatException: For input string: "610.7"
Venezuela	Mountain	Cerro La Meseta	6.456936	-63.2472611	560.17	java.lang.NumberFormatException: For input string: "560.1"
Venezuela	Mountain	Cerro Guacamayo	7.7134795	-62.2707224	649.6	java.lang.NumberFormatException: For input string: "649."
Venezuela	Mountain	Loma Las Mulas	7.9736428	-62.2087527	569.97	java.lang.NumberFormatException: For input string: "569.9"
Venezuela	Mountain	Cerro Machín	7.7905102	-62.3777962	644.82	java.lang.NumberFormatException: For input string: "644.8"
Venezuela	Mountain	Cerro El Orégano	7.9968686	-62.3043251	392.4	java.lang.NumberFormatException: For input string: "392."
Venezuela	Mountain	Cerro San Joaquín	8.3105305	-62.6483345	136.80	java.lang.NumberFormatException: For input string: "136.8"
Venezuela	Mountain	Cerro El Gallo	8.3624067	-62.6431591	122.52	java.lang.NumberFormatException: For input string: "122.5"
Venezuela	Mountain	Cerro Quemado (El Chupi)	8.2487023	-62.7952999	196.11	java.lang.NumberFormatException: For input string: "196.1"
Venezuela	Mountain	Cerro La Yegüera	??????	??????	255 m	java.lang.NumberFormatException: For input string: "??????"
Venezuela	Mountain	Cerro Orocopiche	8.0305469	-63.6554933	154.64	java.lang.NumberFormatException: For input string: "154.6"
Venezuela	Mountain	Cerro El Judío	8.1575006	-63.7535334	66.26	java.lang.NumberFormatException: For input string: "66.2"
Venezuela	Mountain	Piedra Gorda	7.8611712	-64.0757847	208.69	java.lang.NumberFormatException: For input string: "208.6"
Venezuela	Mountain	Alto Palmarito	8.056319	-64.1273905	118.36	java.lang.NumberFormatException: For input string: "118.3"
Venezuela	Mountain	Cerro La Fila	7.7660184	-64.2746973	185.53	java.lang.NumberFormatException: For input string: "185.5"
Venezuela	Mountain	Cerro Malena	7.7701855	-64.3821145	44.44	java.lang.NumberFormatException: For input string: "44.4"
Venezuela	Mountain	Cerro Moitaco	7.9712627	-64.3797756	181.20	java.lang.NumberFormatException: For input string: "181.2"
Venezuela	Mountain	Cerro Quemado	7.8743072	-64.6122265	81.66	java.lang.NumberFormatException: For input string: "81.6"
Venezuela	Mountain	Cerro Morrocoyes	6.348675	-67.4267221	151.15	java.lang.NumberFormatException: For input string: "151.1"
Venezuela	Mountain	Cerro Cabruta	7.6614658	-66.2609482	250.77	java.lang.NumberFormatException: For input string: "250.7"
Venezuela	Mountain	Aguada de Bejuquero	9.6361863	-67.2280455	504.6	java.lang.NumberFormatException: For input string: "504."
Venezuela	Mountain	Cerro La Galera	9.5723665	-67.4207676	589.4	java.lang.NumberFormatException: For input string: "589."
Venezuela	Mountain	Loma de Hierro	10.1708258	-67.1070672	1222.5	java.lang.NumberFormatException: For input string: "1222."
Venezuela	Mountain	Cerro Tarpeya	10.4915965	-66.9018647	994.32	java.lang.NumberFormatException: For input string: "994.3"
Venezuela	Mountain	Topo El Carmen	10.4705417	-66.9381738	1215.33	java.lang.NumberFormatException: For input string: "1215.3"
Venezuela	Mountain	Topo Valle Alegre	10.4689064	-66.9296444	1246.17	java.lang.NumberFormatException: For input string: "1246.1"
Venezuela	Mountain	Cerro Cementerio	10.4722297	-66.9334692	1220.98	java.lang.NumberFormatException: For input string: "1220.9"
Venezuela	Mountain	Cerro Sabaneta	10.3109082	-67.0943642	1414.8	java.lang.NumberFormatException: For input string: "1414."
Venezuela	Mountain	Alto del Vertedero	10.5345431	-66.9795924	732.25	java.lang.NumberFormatException: For input string: "732.2"
Venezuela	Mountain	Topo Papelón del Norte (La Matica)	10.1717551	-67.2081328	1499.3	java.lang.NumberFormatException: For input string: "1499."
Venezuela	Mountain	Cerro Pariapán	9.909079	-67.338295	795.6	java.lang.NumberFormatException: For input string: "795."
Venezuela	Mountain	Topo Griteño (Loma del Valle)	10.1285398	-67.340827	1397.5	java.lang.NumberFormatException: For input string: "1397."
Venezuela	Mountain	Cerro Santo Domingo	10.2731381	-67.2030688	1187.4	java.lang.NumberFormatException: For input string: "1187."
Venezuela	Mountain	Topo Maletero	10.2606808	-67.2958303	1250.7	java.lang.NumberFormatException: For input string: "1250."
Venezuela	Mountain	Topo Zamuro	10.3136315	-67.3980117	1639.4	java.lang.NumberFormatException: For input string: "1639."
Venezuela	Mountain	Cerro Merceditas	10.2238761	-68.1512404	1628.42	java.lang.NumberFormatException: For input string: "1628.4"
Venezuela	Mountain	Cerro La Cruz	10.0949943	-68.2780338	1048.6	java.lang.NumberFormatException: For input string: "1048."
Venezuela	Mountain	Cerro La Encrucijada	10.0335133	-68.3207131	915.51	java.lang.NumberFormatException: For input string: "915.5"
Venezuela	Mountain	Cerro Sabaneta	10.1741207	-68.3104134	868.98	java.lang.NumberFormatException: For input string: "868.9"
Venezuela	Mountain	Cerro El Cedro	10.1284131	-68.3603454	1116.85	java.lang.NumberFormatException: For input string: "1116.8"
